Sector,CEO_Gender,Size,Security_Invest,Security_Breach_Att,Succ_Sec_Breaches,Sec_Rating,CEO_Sec_Exp,LOT_in_Business,Stock_Market
Banking,Male,Medium,42,38,10,High,Low,8,Yes
Health Care,Male,Small,44,27,8,Low,Low,8,Yes
Banking,Male,Large,200,29,13,Medium,High,7,Yes
Health Care,Male,Small,23,85,37,Low,Medium,23,Yes
Hospitality,Male,Small,25,71,32,Low,Low,23,No
Health Care,Male,Small,12,31,6,Medium,High,4,No
Hospitality,Female,Medium,39,30,9,Medium,High,5,Yes
Health Care,Male,Medium,20,75,28,Medium,High,13,No
Banking,Male,Medium,56,50,23,Low,High,15,Yes
Health Care,Female,Small,49,28,9,High,High,5,Yes
Health Care,Female,Large,110,18,7,Low,Low,4,Yes
Banking,Female,Small,31,66,16,High,High,14,No
Banking,Male,Small,31,22,5,High,Low,4,Yes
Hospitality,Male,Small,38,38,19,Low,Medium,5,Yes
Health Care,Male,Small,32,12,4,Medium,High,2,Yes
Hospitality,Male,Medium,60,54,12,High,Low,7,No
Hospitality,Male,Small,68,70,16,Medium,Medium,4,Yes
Banking,Male,Small,31,36,16,Low,Medium,8,Yes
Banking,Male,Large,37,29,5,Medium,Low,5,Yes
Health Care,Male,Small,15,51,19,Medium,Low,12,Yes
Banking,Male,Large,59,69,19,High,High,3,Yes
Hospitality,Male,Medium,37,24,0,High,Low,2,Yes
Health Care,Male,Small,18,33,15,Low,High,10,Yes
Banking,Male,Medium,35,29,10,Medium,Medium,4,Yes
Hospitality,Male,Medium,20,32,12,Medium,Medium,7,No
Banking,Male,Small,18,85,17,High,High,23,No
Hospitality,Male,Large,112,27,10,Medium,Medium,6,Yes
Banking,Male,Medium,153,50,8,High,Medium,2,Yes
Health Care,Male,Large,42,43,17,Medium,Low,5,Yes
Banking,Female,Large,55,27,8,High,Medium,6,Yes
Hospitality,Male,Small,22,43,14,Medium,Medium,12,Yes
Hospitality,Male,Small,18,22,6,High,Low,2,No
Banking,Female,Small,17,18,3,Medium,Medium,4,Yes
Health Care,Male,Large,38,27,5,High,Medium,1,No
Banking,Male,Large,178,46,24,Low,High,10,Yes
Hospitality,Male,Medium,49,40,13,High,Medium,11,Yes
Banking,Female,Small,20,34,8,Medium,High,5,No
Health Care,Male,Small,19,26,9,Low,Medium,7,Yes
Banking,Male,Large,85,82,27,Medium,High,12,Yes
Hospitality,Male,Large,104,15,5,Medium,Medium,3,Yes
Banking,Male,Small,19,32,13,Low,Medium,8,Yes
Health Care,Male,Small,22,122,58,Low,Medium,25,No
Banking,Male,Small,20,37,17,Medium,Medium,9,Yes
Health Care,Male,Small,14,42,20,Medium,High,1,Yes
Health Care,Male,Large,60,16,12,Medium,Low,3,No
Banking,Male,Medium,40,23,3,Medium,Low,6,Yes
Hospitality,Male,Medium,50,11,4,Low,High,1,Yes
Banking,Female,Medium,33,85,36,Low,Medium,10,No
Hospitality,Male,Medium,148,30,4,High,Low,9,Yes
Health Care,Male,Small,36,65,33,Low,Medium,17,Yes
Hospitality,Male,Large,166,30,8,High,Medium,6,No
Hospitality,Male,Medium,96,61,16,Medium,Medium,10,Yes
Banking,Male,Medium,71,17,12,High,High,2,No
Hospitality,Female,Small,19,9,0,Low,Medium,1,Yes
Banking,Male,Small,26,32,6,High,Medium,2,No
Health Care,Female,Small,12,22,7,Medium,High,1,Yes
Hospitality,Male,Medium,35,28,9,Low,High,5,Yes
Health Care,Female,Medium,26,27,13,Low,Low,6,Yes
Banking,Male,Medium,19,63,20,Medium,Medium,9,Yes
Banking,Male,Large,143,13,7,Medium,Medium,2,Yes
Hospitality,Female,Medium,51,14,6,Medium,High,2,No
Banking,Male,Medium,243,39,2,High,High,13,No
Hospitality,Female,Small,29,25,4,Medium,Medium,7,No
Health Care,Male,Large,55,38,15,Medium,High,1,No
Health Care,Male,Medium,25,70,18,High,Medium,16,No
Hospitality,Female,Small,26,28,3,High,High,8,No
Hospitality,Male,Medium,27,34,13,Low,High,2,No
Banking,Male,Medium,167,29,6,High,High,3,Yes
Health Care,Male,Large,42,31,4,Medium,High,7,No
Banking,Male,Large,31,25,18,Low,Medium,7,No
Health Care,Male,Medium,20,55,21,Low,Low,14,Yes
Hospitality,Male,Large,168,44,19,Low,Medium,4,No
Hospitality,Male,Small,41,32,16,Medium,High,7,Yes
Health Care,Male,Medium,65,32,13,Low,High,7,Yes
Banking,Male,Large,54,50,18,Medium,Low,7,Yes
Hospitality,Male,Medium,47,13,1,Medium,Low,1,Yes
Hospitality,Female,Medium,55,22,3,High,Medium,5,Yes
Banking,Male,Large,54,34,9,Medium,Medium,4,Yes
Hospitality,Male,Small,44,85,25,High,Low,25,No
Hospitality,Male,Small,36,58,12,High,High,6,No
Health Care,Female,Medium,27,25,4,High,Low,5,No
Banking,Male,Large,33,25,3,High,Medium,6,Yes
Health Care,Male,Large,46,67,31,Low,Low,21,Yes
Banking,Male,Medium,47,34,17,Low,High,8,No
Banking,Male,Large,87,58,14,Medium,High,4,Yes
Banking,Female,Medium,38,94,33,Medium,Medium,20,Yes
Banking,Female,Small,19,70,32,Low,Medium,22,Yes
Banking,Female,Large,66,22,11,Medium,Low,3,Yes
Health Care,Male,Small,15,25,2,High,High,4,No
Banking,Male,Small,39,89,27,Medium,High,25,No
Banking,Female,Medium,81,36,14,Medium,High,7,Yes
Banking,Male,Small,27,24,10,Low,Low,5,Yes
Health Care,Male,Small,17,33,12,High,Low,2,Yes
Health Care,Male,Small,55,52,21,Medium,Medium,4,Yes
Banking,Male,Small,21,45,21,Low,Low,8,Yes
Banking,Male,Small,34,12,2,High,High,1,Yes
Banking,Female,Medium,18,33,7,High,Medium,1,No
Banking,Male,Large,109,77,19,High,Low,1,No
Banking,Male,Large,68,29,7,High,Low,2,No
Hospitality,Male,Large,64,16,9,Medium,High,2,No
Banking,Male,Medium,104,47,5,High,High,16,Yes
Hospitality,Male,Large,72,19,7,Low,Low,2,Yes
Banking,Male,Small,12,39,10,High,Low,9,Yes
Health Care,Male,Small,92,48,19,Low,Medium,2,No
Health Care,Female,Medium,15,41,17,Low,Low,8,No
Hospitality,Male,Medium,40,24,7,Medium,High,5,Yes
Hospitality,Female,Large,92,37,20,Low,High,5,Yes
Hospitality,Male,Medium,88,48,15,Medium,High,16,Yes
Hospitality,Male,Small,40,15,3,Medium,High,2,Yes
Health Care,Male,Large,134,47,18,Medium,High,8,Yes
Hospitality,Male,Medium,63,47,19,Low,High,14,No
Health Care,Male,Large,45,34,14,Low,High,11,Yes
Health Care,Male,Large,105,79,24,Medium,High,25,No
Hospitality,Male,Small,37,25,5,High,Low,1,Yes
Hospitality,Male,Small,18,75,33,Low,Medium,18,Yes
Banking,Male,Small,15,32,7,Medium,Medium,8,Yes
Banking,Male,Small,46,17,3,High,High,1,No
Hospitality,Male,Small,100,34,16,Low,Medium,6,Yes
Banking,Male,Medium,59,38,7,Medium,Low,12,No
Health Care,Male,Large,116,15,3,Medium,Low,2,Yes
Banking,Male,Large,41,38,17,High,High,10,No
Hospitality,Male,Large,47,16,6,Low,High,2,Yes
Hospitality,Male,Small,34,51,21,Medium,High,14,Yes
Health Care,Male,Medium,16,40,9,High,Low,7,Yes
Hospitality,Female,Medium,51,21,6,Medium,Low,1,Yes
Health Care,Male,Small,15,31,13,Medium,Medium,1,Yes
Hospitality,Female,Large,63,61,31,Low,High,16,Yes
Hospitality,Male,Large,54,14,0,High,High,1,No
Banking,Female,Medium,19,16,0,High,High,3,No
Hospitality,Male,Medium,43,39,9,Medium,Medium,7,Yes
Health Care,Female,Small,23,15,4,Low,High,2,No
Hospitality,Male,Medium,17,20,12,Low,Low,3,No
Health Care,Male,Small,26,60,21,Medium,Low,12,No
Hospitality,Male,Small,34,18,9,Medium,High,3,Yes
Banking,Male,Medium,20,21,4,Medium,Low,1,Yes
Banking,Female,Medium,44,35,9,Medium,High,11,Yes
Banking,Female,Medium,27,77,18,High,Medium,25,Yes
Health Care,Female,Medium,25,103,47,Low,Low,15,Yes
Health Care,Male,Medium,67,70,24,Medium,Low,7,Yes
Banking,Male,Large,69,63,17,High,Low,5,Yes
Hospitality,Male,Large,59,73,26,Medium,High,21,Yes
Hospitality,Female,Large,134,42,11,High,Low,12,Yes
Hospitality,Male,Large,180,31,16,Low,Medium,7,Yes
Banking,Male,Medium,27,52,16,High,Medium,17,Yes
Banking,Male,Medium,17,28,0,High,Low,8,Yes
Banking,Male,Small,31,72,25,Medium,Low,25,Yes
Banking,Female,Small,43,56,22,Medium,Medium,16,Yes
Banking,Male,Large,85,24,18,Low,Low,7,No
Banking,Male,Large,102,101,35,Medium,Medium,21,Yes
Hospitality,Male,Medium,49,29,3,Medium,High,4,Yes
Banking,Female,Medium,117,34,19,Low,Low,10,No
Health Care,Male,Small,62,20,1,High,High,2,Yes
Banking,Male,Small,15,61,16,High,Medium,19,Yes
Hospitality,Male,Medium,35,41,11,High,Medium,3,Yes
Hospitality,Male,Medium,35,68,24,Medium,High,24,Yes
Banking,Male,Large,68,17,0,Medium,Medium,1,Yes
Health Care,Male,Small,78,50,11,High,Low,10,Yes
Banking,Female,Medium,28,19,1,Medium,Low,2,Yes
Health Care,Female,Medium,46,43,12,High,High,12,Yes
Health Care,Male,Large,171,28,7,Medium,Low,6,Yes
Hospitality,Male,Large,33,78,20,Medium,Medium,20,No
Hospitality,Male,Medium,84,36,18,Low,Medium,11,Yes
Hospitality,Male,Large,120,66,25,Low,Low,12,Yes
Hospitality,Male,Medium,23,13,4,Medium,High,2,No
Hospitality,Male,Small,21,15,3,Medium,High,1,Yes
Banking,Male,Medium,27,54,16,High,Medium,16,Yes
Banking,Male,Small,18,22,10,Medium,Medium,3,Yes
Hospitality,Female,Medium,48,52,24,Low,Low,17,Yes
Hospitality,Male,Large,284,25,8,Medium,Medium,2,Yes
Health Care,Male,Large,41,23,9,Low,High,3,Yes
Banking,Male,Small,18,74,29,Low,Medium,22,Yes
Health Care,Male,Small,20,58,24,Low,High,15,No
Banking,Male,Small,81,12,5,Medium,Low,1,Yes
Hospitality,Male,Small,36,57,31,Low,High,5,Yes
Banking,Female,Small,17,83,39,Low,High,20,No
Hospitality,Female,Medium,68,35,10,High,High,1,Yes
Banking,Male,Medium,98,20,8,Low,Low,1,Yes
Hospitality,Male,Large,62,55,26,Low,Medium,9,No
Health Care,Female,Small,16,24,0,High,High,1,Yes
Hospitality,Male,Medium,27,28,7,Medium,High,5,Yes
Hospitality,Male,Small,18,42,21,Low,Low,6,Yes
Health Care,Male,Small,17,60,29,Low,Low,16,No
Health Care,Male,Medium,21,69,22,Medium,Medium,25,Yes
Hospitality,Female,Small,64,109,34,Medium,High,6,Yes
Banking,Male,Medium,18,30,13,Low,Medium,6,Yes
Health Care,Male,Large,63,47,19,Low,Medium,11,Yes
Hospitality,Male,Medium,16,19,7,High,High,2,Yes
Banking,Male,Large,51,66,25,Medium,Medium,23,Yes
Banking,Female,Small,42,36,17,Medium,Medium,1,Yes
Health Care,Male,Large,44,26,15,Low,Low,1,Yes
Banking,Male,Small,178,53,23,Low,High,8,Yes
Health Care,Female,Small,13,26,10,Medium,Medium,4,Yes
Banking,Male,Small,15,43,16,High,Low,5,Yes
Health Care,Male,Small,50,38,15,Low,Medium,3,Yes
Hospitality,Male,Medium,136,25,6,High,Low,5,No
Hospitality,Male,Large,222,44,19,Low,Low,15,Yes
Health Care,Male,Large,130,61,21,Medium,Medium,10,Yes
Hospitality,Male,Medium,132,12,2,Low,High,1,Yes
Hospitality,Male,Medium,75,39,17,Medium,Low,1,Yes
Banking,Female,Medium,17,36,9,Medium,Low,6,No
Banking,Male,Large,146,49,17,High,Medium,11,Yes
Banking,Male,Large,71,33,16,Medium,Low,9,Yes
Health Care,Male,Medium,35,54,19,Medium,High,16,Yes
Banking,Female,Medium,15,17,4,High,High,2,No
Banking,Male,Large,90,30,11,Low,Medium,8,Yes
Hospitality,Female,Small,39,56,19,Medium,Low,12,No
Hospitality,Male,Small,51,66,32,Low,Low,23,Yes
Health Care,Female,Medium,28,20,4,Medium,Low,1,Yes
Banking,Male,Large,38,26,10,High,Low,3,Yes
Banking,Male,Medium,34,63,31,Low,Low,4,No
Health Care,Male,Large,58,55,13,High,Low,7,Yes
Banking,Female,Small,46,29,9,High,High,5,Yes
Health Care,Male,Medium,24,74,23,Medium,High,16,Yes
Health Care,Male,Medium,20,92,41,Low,Medium,25,No
Health Care,Male,Large,66,9,8,High,Low,1,Yes
Banking,Female,Small,36,70,21,High,High,10,No
Health Care,Female,Medium,26,26,13,Low,Low,1,Yes
Health Care,Male,Small,15,71,17,High,Low,19,Yes
Hospitality,Male,Medium,34,30,7,High,Low,2,Yes
Hospitality,Male,Large,234,73,25,Medium,Medium,25,Yes
Banking,Female,Small,97,19,2,High,Medium,5,Yes
Banking,Female,Large,107,20,8,Medium,Low,4,No
Hospitality,Male,Large,123,50,20,Medium,Low,8,Yes
Hospitality,Male,Small,17,33,10,Medium,High,5,Yes
Hospitality,Female,Large,59,21,10,Low,Medium,3,Yes
Hospitality,Female,Small,35,31,5,High,Low,8,Yes
Hospitality,Male,Small,46,58,25,Low,Medium,11,Yes
Hospitality,Male,Medium,21,76,24,Medium,Low,24,Yes
Health Care,Male,Medium,35,33,7,High,Medium,5,No
Banking,Male,Medium,21,32,14,Low,Low,10,No
Hospitality,Male,Small,37,52,20,Medium,Medium,15,Yes
Banking,Male,Large,122,44,13,Medium,Medium,15,Yes
Hospitality,Male,Large,141,32,15,Low,High,1,Yes
Health Care,Male,Small,44,21,2,High,Low,4,Yes
Health Care,Male,Medium,21,12,5,Medium,Medium,1,Yes
Banking,Male,Small,56,63,28,Medium,High,7,Yes
Health Care,Female,Medium,28,49,20,Low,High,17,No
Banking,Male,Medium,74,45,16,Low,High,14,Yes
Hospitality,Male,Medium,24,46,23,Low,High,14,Yes
Banking,Male,Small,28,42,19,Low,Medium,4,Yes
Health Care,Female,Large,83,28,11,Medium,Low,1,Yes
Hospitality,Female,Small,12,63,25,Medium,High,2,Yes
Health Care,Male,Medium,91,47,19,Low,High,9,Yes
Health Care,Female,Small,29,16,5,Low,Medium,2,Yes
Banking,Male,Medium,22,14,6,Medium,High,2,No
Banking,Female,Small,16,38,12,High,Medium,4,Yes
Health Care,Male,Medium,53,44,16,Medium,Medium,1,No
Banking,Male,Medium,18,53,23,Low,Medium,4,Yes
Banking,Male,Small,26,91,23,High,Low,25,No
Hospitality,Male,Small,31,33,10,High,High,1,No
Hospitality,Male,Medium,24,60,16,Medium,High,15,No
Banking,Female,Small,15,89,28,Medium,Medium,25,No
Banking,Female,Medium,37,21,7,Medium,Low,5,Yes
Banking,Male,Medium,29,70,19,High,Low,23,Yes
Hospitality,Male,Medium,20,23,14,Medium,Low,3,No
Health Care,Male,Large,44,85,20,High,Low,25,Yes
Health Care,Male,Medium,36,55,25,Low,Medium,16,Yes
Hospitality,Male,Large,38,59,18,Medium,Low,18,No
Banking,Male,Large,201,24,7,High,Low,2,Yes
Health Care,Female,Large,123,57,10,High,High,17,Yes
Hospitality,Male,Small,21,65,16,High,High,23,Yes
Banking,Male,Large,48,94,20,High,Low,14,No
Health Care,Male,Large,159,48,5,High,Medium,1,No
Health Care,Male,Medium,33,10,11,Medium,High,1,Yes
Health Care,Male,Small,61,28,12,Medium,High,4,Yes
Health Care,Female,Large,114,50,19,Medium,Medium,10,Yes
Banking,Male,Medium,18,23,10,Medium,Low,1,Yes
Banking,Male,Medium,70,76,30,Medium,Low,25,Yes
Health Care,Male,Large,78,46,16,Medium,Low,6,No
Banking,Male,Small,40,31,16,Low,Medium,4,Yes
Hospitality,Female,Small,18,28,11,Low,Low,7,Yes
Health Care,Male,Medium,15,48,11,High,High,11,Yes
Health Care,Male,Medium,28,19,3,Low,Low,3,No
Hospitality,Female,Large,43,28,13,Low,High,3,Yes
Health Care,Male,Medium,34,43,13,Medium,Low,6,Yes
Health Care,Male,Large,35,34,14,Low,Medium,9,No
Hospitality,Male,Small,68,36,15,Medium,Medium,10,Yes
Banking,Female,Medium,19,36,17,Low,Medium,4,Yes
Banking,Male,Small,48,27,15,Low,Low,4,Yes
Banking,Male,Medium,106,24,4,High,Low,6,Yes
Banking,Male,Large,40,36,10,High,Low,7,Yes
Banking,Male,Small,22,45,18,Low,Medium,9,No
Banking,Female,Large,112,37,8,High,Low,8,Yes
Hospitality,Male,Small,43,31,9,Medium,Medium,4,No
Health Care,Male,Small,12,21,2,High,Low,3,No
Banking,Female,Small,13,46,14,Medium,Low,3,No
Health Care,Male,Large,37,33,16,Low,High,9,Yes
Health Care,Male,Small,32,24,3,High,Medium,5,No
Banking,Male,Medium,17,34,9,Medium,Low,2,No
Health Care,Male,Medium,44,10,8,Low,Medium,1,Yes
Hospitality,Female,Medium,29,75,30,Medium,High,1,Yes
Hospitality,Male,Medium,51,64,18,High,Low,17,No
Health Care,Male,Medium,65,44,20,Medium,Low,5,No
Banking,Female,Large,127,42,18,Medium,Medium,9,Yes
Health Care,Male,Small,12,85,20,High,High,22,No
Banking,Male,Small,85,20,10,High,Low,2,Yes
Health Care,Male,Medium,44,32,15,Medium,Medium,5,Yes
Hospitality,Female,Medium,89,40,13,Medium,High,7,Yes
Hospitality,Female,Medium,46,79,28,Medium,Medium,15,Yes
Banking,Female,Large,71,70,29,Low,Low,25,Yes
Health Care,Male,Large,111,33,7,High,Medium,10,Yes
Health Care,Female,Small,18,47,7,High,Low,9,Yes
Hospitality,Male,Medium,19,65,20,Medium,Medium,21,Yes
Hospitality,Female,Large,35,61,29,Low,Low,15,No
Hospitality,Male,Large,148,53,20,Low,Low,17,Yes
Health Care,Male,Medium,94,24,7,Medium,Low,1,No
Hospitality,Male,Medium,70,31,15,Low,High,6,No
Health Care,Male,Large,176,41,13,Medium,High,13,No
Health Care,Male,Medium,151,51,21,Medium,Medium,2,Yes
Hospitality,Female,Medium,39,60,30,Low,Low,12,No
Banking,Male,Large,40,32,9,Medium,High,1,Yes
Hospitality,Female,Large,88,42,13,Medium,Medium,7,Yes
Health Care,Male,Small,22,47,16,Medium,High,16,No
Banking,Female,Small,22,30,11,Low,Medium,5,No
Hospitality,Female,Medium,57,55,29,Low,High,11,Yes
Health Care,Male,Large,35,28,5,High,Low,7,Yes
Hospitality,Male,Large,32,43,13,High,Low,9,Yes
Hospitality,Male,Large,104,61,10,High,Low,6,Yes
Banking,Male,Medium,25,42,16,Low,Medium,6,Yes
Banking,Male,Small,24,56,21,Low,High,15,No
Health Care,Female,Medium,27,15,1,Medium,High,1,No
Banking,Female,Medium,46,42,8,High,High,8,No
Banking,Male,Medium,21,28,8,High,Low,1,Yes
Health Care,Male,Medium,57,39,14,High,High,7,Yes
Hospitality,Female,Medium,99,90,39,Low,Medium,25,Yes
Health Care,Male,Large,143,14,3,High,High,1,Yes
Health Care,Male,Small,71,30,8,High,Low,5,Yes
Banking,Female,Medium,105,51,20,Low,Low,13,Yes
Banking,Male,Medium,30,18,6,Medium,High,4,Yes
Health Care,Male,Medium,67,24,14,Medium,High,6,No
Hospitality,Female,Medium,37,14,7,Low,High,1,Yes
Banking,Male,Small,19,15,11,Medium,Low,3,Yes
Health Care,Female,Small,46,35,8,High,High,10,Yes
Banking,Male,Small,18,55,11,High,Medium,15,Yes
Health Care,Male,Small,14,41,13,High,Medium,9,Yes
Banking,Female,Large,106,48,20,Medium,Medium,15,Yes
Banking,Male,Small,20,70,23,Medium,High,8,Yes
Banking,Female,Medium,27,51,13,High,Medium,14,Yes
Health Care,Female,Small,65,84,29,Medium,Low,25,No
Health Care,Male,Medium,20,9,0,Low,Medium,1,Yes
Health Care,Male,Large,120,29,3,High,High,6,No
Hospitality,Male,Small,24,23,9,Low,Low,2,No
Hospitality,Female,Medium,88,27,15,Low,Low,6,Yes
Banking,Male,Large,66,24,13,Low,High,6,Yes
Hospitality,Male,Small,25,30,4,High,Low,8,Yes
Hospitality,Male,Medium,33,28,9,Low,Low,5,Yes
Hospitality,Male,Small,57,18,3,Medium,High,4,Yes
Banking,Female,Small,12,13,0,High,Low,1,Yes
Health Care,Female,Medium,55,28,7,Medium,Low,1,Yes
Banking,Female,Small,17,15,0,Low,Medium,2,No
Health Care,Male,Large,163,21,0,Medium,Medium,5,Yes
Banking,Female,Small,23,20,1,Low,Medium,5,No
Hospitality,Male,Small,22,79,30,Low,High,2,Yes
Hospitality,Male,Medium,56,43,14,High,Medium,14,Yes
Hospitality,Male,Medium,57,40,24,Medium,Medium,10,Yes
Hospitality,Female,Large,92,27,12,High,Medium,4,No
Hospitality,Female,Small,22,89,31,Medium,Medium,13,No
Hospitality,Female,Large,88,102,43,Low,Low,25,Yes
Health Care,Female,Large,33,18,5,Medium,High,3,Yes
Health Care,Female,Medium,116,18,8,Low,Low,4,Yes
Health Care,Male,Large,67,78,33,Medium,High,25,Yes
Banking,Female,Medium,27,13,1,Medium,High,2,Yes
Hospitality,Male,Small,61,40,18,Low,High,1,Yes
Hospitality,Male,Small,21,40,10,High,Low,6,Yes
Hospitality,Male,Small,158,65,28,Low,Medium,6,No
Hospitality,Male,Large,103,22,1,Medium,Low,1,No
Banking,Male,Small,38,21,4,High,High,3,Yes
Banking,Male,Medium,20,29,6,Medium,Medium,5,No
Banking,Male,Small,35,44,17,High,Low,14,Yes
Banking,Female,Medium,21,41,16,Medium,High,10,Yes
Health Care,Female,Small,50,156,42,High,Low,20,No
Hospitality,Male,Large,39,34,9,Medium,Low,4,Yes
Health Care,Male,Small,23,15,2,High,Medium,3,No
Health Care,Male,Large,70,38,19,Medium,Low,5,Yes
Banking,Male,Large,132,11,5,High,High,1,No
Health Care,Male,Medium,48,19,6,High,Medium,2,No
Health Care,Female,Small,46,35,16,Medium,Medium,2,Yes
Hospitality,Male,Small,18,11,8,High,High,1,No
Hospitality,Male,Large,46,24,12,Medium,Medium,5,No
Health Care,Male,Small,23,57,23,Medium,Medium,19,Yes
Hospitality,Male,Small,12,40,17,Medium,Low,1,Yes
Health Care,Male,Medium,73,29,12,Low,High,8,No
Banking,Male,Small,23,61,21,Medium,High,17,Yes
Banking,Female,Small,13,14,5,High,Low,1,No
Hospitality,Male,Medium,82,67,17,High,Low,20,Yes
Hospitality,Male,Medium,127,44,12,High,High,14,Yes
Health Care,Male,Small,38,33,11,Medium,Medium,2,No
Health Care,Male,Medium,29,69,15,Medium,Medium,19,Yes
Hospitality,Male,Medium,32,42,20,Low,Medium,14,Yes
Banking,Male,Large,48,53,24,Low,High,1,Yes
Health Care,Male,Small,43,78,35,Low,High,15,No
Hospitality,Male,Medium,29,29,13,High,High,7,Yes
Banking,Male,Medium,16,47,12,High,High,14,Yes
Hospitality,Male,Medium,17,37,14,Low,High,8,Yes
Health Care,Male,Small,35,31,16,Low,Low,4,Yes
Health Care,Male,Small,20,32,11,Medium,Low,8,Yes
Hospitality,Male,Large,41,53,21,Medium,High,9,Yes
Banking,Male,Small,32,38,11,Medium,Low,12,Yes
Health Care,Male,Medium,26,52,20,Low,High,15,Yes
Hospitality,Male,Large,34,41,12,Medium,High,9,Yes
Hospitality,Male,Medium,22,93,18,High,Medium,25,Yes
Banking,Male,Medium,64,70,23,Medium,Medium,13,Yes
Health Care,Male,Small,59,61,20,High,Low,20,Yes
Banking,Female,Large,158,21,5,Medium,Low,4,No
Banking,Male,Medium,40,23,3,Medium,High,4,Yes
Hospitality,Female,Medium,113,25,4,High,Low,4,Yes
Banking,Female,Medium,20,47,17,Medium,High,5,Yes
Hospitality,Female,Large,100,69,28,Low,Low,25,Yes
Banking,Female,Medium,55,26,11,Low,High,1,Yes
Hospitality,Male,Small,13,25,7,High,Low,6,Yes
Banking,Male,Medium,26,44,15,Medium,Medium,2,Yes
Banking,Male,Medium,112,47,16,Medium,Low,14,Yes
Banking,Male,Small,47,21,14,Low,Low,1,Yes
Health Care,Female,Large,33,25,11,Low,Medium,5,Yes
Health Care,Male,Small,31,27,4,High,High,5,No
Banking,Male,Medium,49,20,7,High,Low,1,Yes
Health Care,Male,Medium,133,37,12,Medium,Low,4,No
Hospitality,Male,Medium,56,43,15,Medium,High,14,Yes
Health Care,Male,Medium,48,18,7,High,High,2,Yes
Hospitality,Male,Large,179,84,33,Medium,Low,25,Yes
Health Care,Male,Medium,50,22,2,High,Low,1,Yes
Banking,Female,Small,79,37,21,Low,Low,3,Yes
Hospitality,Female,Medium,37,69,23,Medium,Low,12,Yes
Health Care,Female,Small,43,18,4,High,Low,4,Yes
Hospitality,Male,Small,36,40,10,Medium,Medium,6,Yes
Banking,Female,Small,32,17,6,High,Medium,2,No
Banking,Male,Small,21,44,6,High,Medium,11,Yes
Health Care,Male,Medium,91,26,13,Low,Low,2,Yes
Hospitality,Male,Medium,25,49,17,High,Medium,16,Yes
Hospitality,Male,Small,16,30,12,Low,Low,7,No
Health Care,Male,Large,107,80,23,High,Low,7,Yes
Banking,Male,Small,31,64,16,High,Medium,22,Yes
Banking,Male,Large,49,38,5,High,Low,12,No
Health Care,Male,Medium,81,61,15,High,High,11,Yes
Banking,Male,Small,20,55,18,Medium,Low,16,Yes
Banking,Male,Large,34,26,9,High,High,1,Yes
Hospitality,Female,Small,12,39,8,High,Medium,11,Yes
Health Care,Female,Medium,98,17,9,Low,Medium,3,Yes
Banking,Male,Small,24,18,4,Low,Medium,3,Yes
Health Care,Male,Large,45,12,5,Medium,Low,1,Yes
Health Care,Male,Medium,42,56,25,Low,Low,18,No
Banking,Male,Small,28,38,9,High,Low,11,No
Health Care,Male,Small,230,37,13,Medium,Medium,2,Yes
Hospitality,Male,Large,167,28,11,Low,Medium,4,No
Hospitality,Male,Small,19,27,9,Medium,Medium,6,Yes
Health Care,Female,Small,41,28,6,High,Low,6,Yes
Health Care,Male,Medium,31,74,15,High,High,8,Yes
Banking,Male,Large,58,25,7,Low,Low,6,No
Hospitality,Female,Small,23,62,14,High,Low,9,Yes
Hospitality,Female,Small,37,72,24,Medium,High,18,Yes
Hospitality,Male,Large,78,33,2,Medium,Low,5,Yes
Hospitality,Male,Small,47,64,16,High,High,17,Yes
Banking,Female,Medium,20,20,15,Low,Low,2,No
Health Care,Male,Large,64,20,9,Medium,Low,2,Yes
Hospitality,Male,Large,153,38,12,Medium,Low,3,Yes
Banking,Male,Small,12,36,13,Low,Medium,2,Yes
Health Care,Male,Small,36,82,31,Low,Medium,25,Yes
Health Care,Female,Small,50,38,19,Low,Low,4,Yes
Hospitality,Male,Large,60,54,20,Medium,Low,9,Yes
Banking,Male,Large,164,38,13,Low,Low,10,Yes
Hospitality,Female,Small,45,34,14,Medium,Low,5,Yes
Banking,Female,Medium,45,23,10,Medium,High,3,Yes
Banking,Male,Large,43,21,3,High,Medium,5,Yes
Health Care,Male,Small,39,37,12,Medium,High,6,Yes
Banking,Male,Small,56,82,21,High,Low,25,Yes
Banking,Male,Small,44,26,13,Low,Low,7,Yes
Banking,Female,Medium,43,70,14,High,Medium,25,No
Banking,Male,Large,108,28,14,Low,High,7,Yes
Banking,Male,Large,265,38,9,High,High,2,Yes
Health Care,Male,Small,12,17,9,Medium,Medium,4,Yes
Banking,Male,Small,39,48,19,Medium,Low,13,Yes
Banking,Male,Medium,66,22,7,Medium,Low,5,No
Banking,Male,Large,93,13,8,Low,Medium,1,Yes
Health Care,Female,Medium,25,31,3,High,Low,1,No
Hospitality,Male,Medium,71,43,9,High,High,3,Yes
Hospitality,Female,Medium,95,37,13,Low,Medium,7,No
Health Care,Male,Small,40,74,16,High,High,15,No
Hospitality,Male,Medium,38,53,22,Low,Medium,7,No
Hospitality,Male,Large,58,38,5,High,High,11,Yes
Banking,Male,Small,22,45,14,High,Low,9,No
Hospitality,Male,Medium,57,44,22,Low,Medium,6,Yes
Banking,Male,Small,35,24,6,Medium,Low,2,Yes
