Sector,CEO_Gender,Size,Security_Invest,Security_Breach_Att,Succ_Sec_Breaches,Sec_Rating,CEO_Sec_Exp,LOT_in_Business,Stock_Market
Health Care,Male,Medium,141,30,11,Medium,High,8,Yes
Hospitality,Male,Small,20,75,40,Low,Medium,19,Yes
Hospitality,Female,Large,205,70,37,High,High,14,Yes
Hospitality,Female,Large,145,64,22,Medium,Medium,19,No
Banking,Male,Large,61,21,3,Medium,High,24,Yes
Health Care,Male,Small,38,29,11,Medium,High,18,No
Health Care,Male,Small,30,50,19,Low,Medium,15,No
Health Care,Male,Small,33,47,11,High,High,15,Yes
Banking,Male,Medium,21,19,4,High,Medium,20,Yes
Banking,Male,Small,16,12,3,High,Low,10,Yes
Banking,Female,Small,23,18,5,Medium,Low,13,No
Hospitality,Female,Small,101,242,119,Low,High,13,Yes
Banking,Male,Medium,23,12,2,High,Medium,24,Yes
Hospitality,Male,Small,54,110,36,Low,Medium,12,Yes
Banking,Male,Medium,14,12,1,Medium,Low,12,Yes
Hospitality,Male,Large,97,80,36,Medium,High,9,Yes
Hospitality,Female,Large,175,53,20,Medium,Medium,21,Yes
Health Care,Male,Medium,129,45,14,Low,Medium,11,Yes
Hospitality,Female,Medium,132,161,102,Medium,Low,6,Yes
Banking,Male,Medium,13,20,2,High,Medium,18,No
Banking,Female,Medium,17,7,0,High,High,22,Yes
Health Care,Male,Large,39,26,13,Low,High,19,No
Banking,Male,Large,66,15,2,High,Medium,14,No
Banking,Female,Medium,11,5,0,High,Medium,23,Yes
Health Care,Male,Small,38,30,11,High,Low,23,No
Hospitality,Male,Small,26,44,20,Medium,Medium,18,Yes
Banking,Male,Medium,15,15,3,High,Medium,20,No
Banking,Male,Small,38,8,2,Medium,High,16,No
Hospitality,Male,Medium,183,13,5,Low,Medium,5,Yes
Hospitality,Male,Medium,421,326,211,Medium,Low,11,Yes
Banking,Male,Large,26,22,3,Medium,High,23,Yes
Health Care,Male,Small,30,15,3,Medium,Low,16,No
Health Care,Male,Small,38,46,21,High,High,12,Yes
Hospitality,Male,Large,189,27,13,Medium,High,9,Yes
Health Care,Male,Large,63,53,27,Medium,Medium,12,Yes
Hospitality,Male,Small,122,316,141,Low,High,1,Yes
Health Care,Male,Medium,29,18,9,Low,Medium,16,Yes
Hospitality,Male,Medium,447,29,9,Medium,Low,25,Yes
Health Care,Male,Large,77,49,24,Low,High,22,Yes
Hospitality,Male,Medium,97,24,13,High,High,25,Yes
Hospitality,Female,Medium,441,242,134,Low,Low,19,Yes
Hospitality,Male,Medium,147,84,44,Medium,High,24,No
Hospitality,Male,Large,109,66,27,Low,Low,25,Yes
Banking,Male,Small,42,16,2,High,High,24,Yes
Health Care,Male,Large,57,27,10,Medium,Medium,3,Yes
Hospitality,Female,Medium,67,184,98,Medium,Low,3,Yes
Hospitality,Male,Small,122,203,102,Medium,High,21,Yes
Hospitality,Male,Medium,427,27,15,Medium,Low,18,Yes
Health Care,Male,Small,31,34,8,Low,Medium,3,Yes
Banking,Female,Large,18,12,1,High,Low,16,No
Banking,Male,Medium,24,10,2,Low,High,25,Yes
Banking,Male,Medium,19,13,2,Low,Low,8,No
Banking,Male,Large,82,10,1,Medium,Medium,19,Yes
Banking,Male,Small,30,18,4,Low,Low,21,Yes
Health Care,Male,Large,61,54,21,Medium,Low,20,No
Banking,Female,Large,70,16,3,Low,High,16,No
Hospitality,Male,Small,33,238,112,High,Low,4,No
Hospitality,Male,Large,226,50,21,Low,Medium,10,Yes
Health Care,Female,Medium,67,31,12,Low,Low,17,Yes
Banking,Male,Medium,21,19,3,High,High,5,Yes
Health Care,Male,Small,32,54,18,Low,Low,25,No
Banking,Male,Small,31,10,2,High,Medium,20,No
Hospitality,Male,Small,99,117,47,Medium,Low,3,Yes
Banking,Female,Large,61,10,1,Low,Medium,22,No
Health Care,Female,Medium,146,57,25,High,Medium,8,No
Hospitality,Male,Small,74,245,118,High,Medium,13,Yes
Hospitality,Female,Large,139,53,21,Low,High,24,Yes
Hospitality,Male,Medium,408,200,124,Low,Low,10,No
Hospitality,Male,Large,169,30,9,Medium,High,9,Yes
Banking,Male,Medium,15,22,4,Low,Low,16,No
Banking,Male,Small,26,18,3,High,Medium,12,Yes
Health Care,Male,Large,69,37,12,Medium,High,1,Yes
Health Care,Male,Medium,116,21,10,High,High,23,No
Banking,Female,Medium,19,24,5,Medium,High,18,No
Banking,Female,Small,26,12,2,High,Low,8,No
Banking,Male,Medium,14,13,1,Low,High,11,No
Hospitality,Female,Medium,327,328,159,Low,Medium,19,Yes
Health Care,Female,Medium,122,58,29,High,Low,12,Yes
Health Care,Male,Large,51,33,12,Low,High,24,No
Banking,Male,Medium,25,23,4,Medium,High,16,Yes
Hospitality,Male,Medium,130,239,124,High,High,6,Yes
Hospitality,Female,Medium,97,183,73,High,Low,1,Yes
Health Care,Male,Large,57,53,21,Low,High,12,Yes
Health Care,Male,Large,64,36,11,Medium,Low,22,Yes
Banking,Male,Small,50,15,4,High,Low,1,No
Hospitality,Male,Large,165,75,22,Medium,High,13,Yes
Banking,Male,Large,13,18,2,Medium,Low,13,No
Banking,Male,Large,21,21,4,Low,High,24,Yes
Banking,Female,Medium,15,6,0,Medium,Low,4,No
Hospitality,Male,Large,197,39,18,High,Low,6,Yes
Banking,Male,Medium,11,19,4,Medium,Low,11,Yes
Hospitality,Male,Medium,252,172,102,Low,Medium,3,Yes
Banking,Male,Medium,22,20,2,Low,Medium,3,No
Banking,Male,Small,46,13,3,Medium,Low,21,No
Health Care,Female,Medium,26,44,18,Medium,High,13,No
Banking,Female,Medium,18,14,1,Low,Low,18,No
Banking,Male,Small,30,12,1,High,Low,15,Yes
Banking,Female,Large,10,14,1,Medium,High,5,Yes
Hospitality,Female,Medium,81,81,35,High,Medium,19,Yes
Health Care,Female,Medium,138,45,18,Medium,High,3,No
Health Care,Male,Medium,141,40,19,Medium,Medium,21,Yes
Hospitality,Female,Large,218,35,13,Medium,Low,18,No
Hospitality,Male,Large,120,46,27,High,High,11,Yes
Health Care,Male,Medium,102,46,13,High,Low,15,Yes
Banking,Male,Small,32,12,2,Medium,Medium,13,Yes
Hospitality,Male,Small,24,290,154,Medium,Low,17,Yes
Health Care,Male,Medium,58,34,8,Medium,Medium,25,No
Health Care,Male,Large,62,55,31,Low,High,23,Yes
Health Care,Male,Medium,125,18,5,Low,Medium,10,No
Hospitality,Female,Medium,140,282,110,Low,Medium,10,Yes
Hospitality,Male,Large,192,30,10,High,Low,18,Yes
Banking,Male,Small,50,8,1,High,Medium,7,No
Hospitality,Male,Medium,354,69,37,Low,High,1,Yes
Hospitality,Male,Medium,229,295,92,Low,High,25,Yes
Banking,Male,Medium,24,10,1,Medium,Low,24,No
Banking,Male,Large,11,11,1,Low,High,22,No
Banking,Female,Large,39,17,2,Low,Medium,9,No
Health Care,Male,Medium,134,34,14,Low,Medium,4,Yes
Hospitality,Male,Large,226,71,37,High,High,19,Yes
Banking,Male,Small,20,16,2,Low,Low,24,No
Banking,Female,Medium,25,10,1,High,High,16,Yes
Hospitality,Male,Large,108,57,33,High,Medium,16,No
Banking,Male,Large,36,16,2,High,High,13,Yes
Banking,Female,Medium,11,19,3,High,Low,24,No
Health Care,Female,Large,87,35,14,Low,Low,2,No
Hospitality,Male,Large,106,21,7,High,Low,25,Yes
Hospitality,Male,Medium,301,236,82,Low,Low,8,No
Health Care,Female,Large,74,27,8,High,Medium,15,Yes
Health Care,Female,Large,47,38,16,High,Low,12,Yes
Banking,Female,Medium,19,13,2,High,Low,15,No
Banking,Male,Large,23,16,1,Medium,High,21,Yes
Hospitality,Male,Small,99,290,107,High,High,7,Yes
Health Care,Female,Small,25,19,4,Medium,Low,12,Yes
Hospitality,Female,Medium,224,51,16,Low,Medium,13,Yes
Hospitality,Female,Large,222,89,42,Medium,High,16,Yes
Health Care,Female,Medium,57,34,8,Low,Medium,17,Yes
Hospitality,Male,Large,117,37,13,Medium,Medium,7,Yes
Banking,Female,Medium,24,9,1,Low,High,13,No
Hospitality,Male,Large,175,60,32,Low,Low,20,No
Banking,Male,Small,20,16,3,High,Low,12,Yes
Hospitality,Male,Large,172,86,38,Medium,Low,20,Yes
Banking,Male,Medium,24,11,2,Low,High,7,No
Hospitality,Male,Medium,371,132,64,Low,High,5,Yes
Health Care,Male,Small,29,57,15,Low,Low,22,Yes
Health Care,Male,Medium,149,39,12,Medium,Low,22,Yes
Health Care,Male,Medium,86,30,13,Low,Low,24,No
Hospitality,Female,Medium,432,237,87,Low,High,22,Yes
Hospitality,Male,Large,152,80,46,Medium,Medium,23,No
Hospitality,Female,Large,136,82,44,High,High,17,Yes
Hospitality,Male,Medium,419,321,178,Low,High,6,Yes
Hospitality,Female,Medium,390,164,104,Low,High,16,No
Banking,Male,Medium,25,8,0,Medium,High,24,Yes
Banking,Female,Medium,15,14,2,Low,Medium,19,Yes
Banking,Male,Small,27,19,2,Low,High,22,No
Banking,Female,Large,21,20,2,High,High,19,No
Hospitality,Male,Large,87,64,26,Medium,Low,6,No
Hospitality,Male,Large,173,83,47,Low,Medium,1,No
Banking,Male,Medium,12,23,5,High,Low,2,Yes
Hospitality,Male,Small,123,158,51,Medium,Medium,19,Yes
Health Care,Male,Small,25,47,16,Low,Medium,7,No
Health Care,Male,Large,71,50,25,Medium,Medium,22,Yes
Hospitality,Male,Medium,419,115,46,Medium,Low,18,Yes
Hospitality,Male,Small,74,151,77,Low,High,18,Yes
Health Care,Male,Medium,45,20,6,Medium,Medium,24,Yes
Health Care,Female,Medium,42,19,6,Medium,Low,15,Yes
Health Care,Male,Large,57,33,18,Medium,High,8,No
Health Care,Male,Large,72,53,25,High,High,22,Yes
Health Care,Male,Large,86,37,18,Medium,High,17,No
Banking,Female,Large,73,16,1,Medium,High,3,Yes
Hospitality,Female,Large,144,72,31,Low,Low,7,No
Banking,Female,Medium,23,17,2,High,Low,17,Yes
Health Care,Male,Medium,146,12,4,High,Low,23,Yes
Banking,Female,Large,81,16,2,High,Low,11,No
Health Care,Female,Medium,93,44,13,Low,High,5,Yes
Health Care,Male,Medium,76,19,4,High,Medium,2,Yes
Banking,Female,Small,34,8,2,Medium,Low,23,No
Hospitality,Male,Small,129,320,102,High,Low,17,No
Banking,Male,Small,40,19,2,Low,Low,6,Yes
Hospitality,Male,Large,184,42,19,Medium,High,3,Yes
Banking,Male,Small,36,13,1,High,Low,10,No
Health Care,Male,Large,69,30,14,Low,Medium,10,No
Banking,Female,Small,23,20,2,Low,Low,15,Yes
Banking,Male,Small,43,14,3,Medium,High,19,No
Banking,Female,Medium,24,7,1,High,Medium,1,No
Health Care,Male,Medium,131,15,4,Low,Low,4,No
Banking,Male,Small,25,9,1,Medium,Medium,22,Yes
Hospitality,Female,Medium,178,273,141,Low,High,4,Yes
Banking,Female,Small,31,20,2,Low,Low,21,No
Health Care,Male,Large,87,37,16,Medium,Medium,21,Yes
Banking,Male,Large,31,14,2,High,Medium,14,Yes
Hospitality,Male,Medium,384,83,40,Low,Medium,15,Yes
Health Care,Male,Large,65,32,10,High,Medium,8,No
Health Care,Male,Medium,99,26,6,Low,High,12,Yes
Health Care,Female,Large,84,35,15,Low,Medium,9,No
Hospitality,Female,Medium,298,160,86,High,Medium,17,Yes
Banking,Male,Medium,20,13,2,High,Low,15,Yes
Hospitality,Male,Medium,126,210,119,Medium,High,1,Yes
Health Care,Female,Medium,125,12,6,Medium,Medium,22,No
Banking,Male,Medium,14,8,1,High,Medium,11,Yes
Health Care,Male,Large,56,37,11,High,Medium,23,No
Health Care,Male,Small,31,23,10,Medium,High,24,Yes
Hospitality,Male,Small,89,191,59,Low,Low,21,Yes
Banking,Female,Medium,21,17,3,High,Low,8,No
Health Care,Female,Small,32,38,12,Low,High,20,Yes
Hospitality,Male,Large,176,70,21,High,Low,21,No
Hospitality,Female,Small,99,91,40,Medium,Low,18,Yes
Health Care,Male,Medium,81,39,16,High,Low,6,No
Health Care,Male,Small,36,23,5,High,High,2,Yes
Health Care,Male,Large,60,52,28,Low,Medium,5,No
Hospitality,Female,Small,56,147,57,Low,Low,16,Yes
Health Care,Male,Small,34,60,28,Medium,High,23,Yes
Hospitality,Male,Medium,281,133,46,Low,Low,16,No
Banking,Male,Medium,22,11,1,Low,Medium,23,No
Health Care,Male,Large,37,34,17,Low,Low,5,Yes
Banking,Male,Medium,10,25,3,High,High,18,No
Hospitality,Female,Small,124,147,53,High,Low,16,Yes
Hospitality,Male,Medium,119,302,158,Medium,Medium,2,No
Health Care,Male,Large,53,29,9,High,Low,12,Yes
Health Care,Male,Large,85,48,21,High,Low,21,No
Banking,Female,Medium,19,21,2,Low,High,12,Yes
Hospitality,Female,Large,203,39,21,High,Low,22,Yes
Banking,Female,Medium,18,13,2,High,Medium,14,No
Hospitality,Male,Large,192,42,22,Medium,Low,14,Yes
Hospitality,Male,Small,36,314,182,Low,Medium,10,Yes
Hospitality,Male,Large,146,76,24,Medium,Low,24,Yes
Banking,Male,Small,25,18,4,Low,Low,13,No
Health Care,Male,Medium,146,42,12,High,High,3,Yes
Banking,Male,Large,55,14,1,Low,Medium,22,Yes
Hospitality,Female,Medium,56,191,80,Medium,Low,13,Yes
Health Care,Female,Medium,69,14,6,Medium,High,7,Yes
Health Care,Male,Medium,75,17,7,Medium,Low,7,Yes
Hospitality,Male,Medium,184,121,58,High,Medium,23,No
Banking,Male,Small,30,11,2,Low,High,14,No
Hospitality,Male,Large,90,30,9,High,Low,17,No
Health Care,Female,Medium,82,22,5,High,Low,15,Yes
Hospitality,Male,Small,33,34,10,Medium,Medium,4,Yes
Health Care,Male,Small,27,29,13,Low,Low,22,Yes
Banking,Male,Large,11,12,1,High,High,16,Yes
Hospitality,Male,Small,52,254,116,Low,Medium,3,Yes
Health Care,Male,Large,75,46,15,High,Medium,5,No
Hospitality,Female,Small,68,205,63,High,Low,22,No
Hospitality,Male,Medium,390,81,29,Low,High,18,Yes
Health Care,Female,Large,71,39,16,High,Medium,9,No
Banking,Female,Medium,22,25,4,Low,Low,10,No
Hospitality,Male,Large,206,21,8,Low,Medium,3,Yes
Banking,Male,Small,48,13,3,Low,Medium,4,No
Health Care,Male,Small,38,39,10,Medium,High,7,No
Health Care,Female,Small,38,33,9,Low,High,5,Yes
Banking,Female,Small,21,13,1,Low,Low,15,No
Banking,Male,Large,32,15,2,Medium,Low,13,No
Banking,Male,Medium,19,6,1,Medium,Medium,6,No
Hospitality,Male,Small,105,189,95,Low,Medium,2,Yes
Hospitality,Female,Medium,218,171,107,Medium,Low,25,Yes
Banking,Male,Medium,17,12,2,Medium,Medium,2,No
Banking,Male,Large,21,20,3,Medium,Medium,4,No
Health Care,Male,Large,50,31,16,Medium,High,11,Yes
Health Care,Female,Small,27,26,9,Medium,High,23,Yes
Health Care,Male,Small,27,47,15,High,Low,12,Yes
Banking,Female,Medium,18,16,1,Medium,High,16,No
Banking,Male,Small,32,14,2,High,Low,16,No
Health Care,Female,Medium,38,16,5,Low,High,5,Yes
Health Care,Male,Medium,92,28,12,Medium,High,25,No
Hospitality,Male,Small,40,157,47,Low,Low,25,Yes
Hospitality,Male,Medium,345,313,185,Medium,High,1,Yes
Banking,Male,Large,52,8,1,High,Medium,10,No
Hospitality,Male,Large,229,60,29,Low,Medium,20,Yes
Hospitality,Female,Medium,269,151,83,High,High,19,Yes
Health Care,Male,Small,34,60,15,Medium,Low,7,Yes
Hospitality,Female,Small,26,31,16,High,Medium,3,Yes
Health Care,Female,Medium,82,17,4,Low,Medium,24,No
Hospitality,Male,Medium,74,288,147,Medium,Low,23,Yes
Banking,Male,Large,41,12,2,Medium,High,14,No
Banking,Male,Medium,14,20,3,Medium,High,15,No
Hospitality,Female,Medium,450,181,87,High,High,16,Yes
Hospitality,Male,Medium,338,328,209,High,Medium,4,Yes
Health Care,Female,Large,39,28,10,Low,Medium,18,Yes
Banking,Male,Large,23,15,2,High,High,5,No
Banking,Male,Small,17,15,1,Low,Medium,6,Yes
Banking,Male,Small,24,11,1,Low,High,16,Yes
Banking,Male,Medium,14,21,2,Medium,Medium,1,No
Hospitality,Male,Medium,137,237,93,High,Low,4,Yes
Banking,Male,Small,47,20,3,Medium,Medium,10,Yes
Health Care,Male,Small,30,19,4,Low,Low,14,Yes
Health Care,Male,Large,69,30,11,Medium,Medium,20,Yes
Hospitality,Male,Small,77,303,100,Medium,Low,23,Yes
Hospitality,Male,Medium,95,284,134,High,Medium,4,Yes
Health Care,Male,Medium,138,21,8,Medium,Low,14,Yes
Hospitality,Female,Medium,297,79,25,Low,Medium,18,Yes
Hospitality,Male,Small,33,230,109,Low,High,2,Yes
Banking,Male,Large,21,10,1,Low,Low,12,No
Banking,Male,Large,75,15,2,Medium,Medium,13,No
Banking,Male,Small,31,14,2,Medium,Low,21,Yes
Hospitality,Female,Small,103,204,63,Low,Medium,18,No
Banking,Male,Medium,12,9,1,Low,High,13,Yes
Hospitality,Female,Small,114,58,21,Medium,Low,6,No
Banking,Female,Large,36,18,2,Medium,Low,25,No
Health Care,Male,Small,28,27,13,High,High,25,Yes
Hospitality,Male,Large,89,54,19,Medium,Medium,15,Yes
Health Care,Male,Medium,92,25,6,High,Low,1,Yes
Banking,Male,Large,46,12,2,Low,Medium,1,No
Banking,Male,Small,17,15,4,Medium,Low,19,No
Hospitality,Female,Medium,265,249,154,Medium,Low,16,Yes
Hospitality,Male,Medium,151,193,85,Low,High,12,Yes
Hospitality,Male,Small,47,54,23,Low,High,15,Yes
Health Care,Female,Large,72,52,22,High,Medium,16,Yes
Hospitality,Male,Medium,443,283,154,Medium,High,15,Yes
Hospitality,Male,Large,230,36,19,High,High,14,Yes
Hospitality,Male,Large,122,78,32,Medium,Low,4,No
Banking,Male,Medium,10,8,1,Low,Medium,25,No
Health Care,Male,Large,89,26,8,Low,High,7,Yes
Health Care,Female,Large,90,31,17,Medium,Medium,14,No
Health Care,Female,Small,36,45,12,Medium,High,25,Yes
Banking,Female,Small,47,16,2,High,Low,6,No
Banking,Male,Medium,22,18,3,High,Medium,7,Yes
Hospitality,Female,Small,115,174,56,Low,High,24,Yes
Health Care,Male,Small,28,53,13,Low,High,18,No
Banking,Male,Medium,11,24,4,Medium,Medium,4,Yes
Hospitality,Male,Large,118,54,24,High,Medium,15,Yes
Hospitality,Male,Medium,368,248,92,Low,Medium,25,Yes
Health Care,Male,Small,33,55,24,High,Low,7,Yes
Health Care,Male,Large,56,46,16,Medium,High,23,Yes
Health Care,Female,Large,90,52,18,Low,Medium,15,No
Hospitality,Female,Medium,188,74,39,High,High,15,Yes
Health Care,Male,Medium,135,19,9,Medium,Medium,8,No
Hospitality,Female,Medium,275,28,16,Medium,Low,2,Yes
Health Care,Female,Large,84,40,20,Medium,Low,16,Yes
Health Care,Male,Medium,33,63,16,High,High,21,Yes
Health Care,Male,Large,76,53,22,Low,High,8,Yes
Health Care,Male,Small,28,45,21,High,Low,2,No
Banking,Male,Medium,23,9,2,Medium,High,21,Yes
Health Care,Female,Small,30,41,17,Medium,Medium,11,Yes
Health Care,Male,Medium,46,58,29,High,Low,2,Yes
Health Care,Female,Medium,33,34,9,Low,Low,19,Yes
Hospitality,Male,Small,67,169,71,High,Medium,19,Yes
Hospitality,Female,Large,97,79,31,Low,Medium,16,No
Hospitality,Female,Medium,439,230,122,High,Medium,10,Yes
Banking,Female,Medium,21,6,1,Medium,High,6,No
Hospitality,Female,Large,113,30,16,Medium,Medium,12,Yes
Health Care,Female,Large,59,36,16,Medium,Low,12,Yes
Health Care,Male,Large,84,34,14,High,High,17,No
Banking,Female,Medium,18,16,3,Low,High,7,No
Banking,Male,Small,46,10,2,Medium,Medium,19,No
Health Care,Female,Large,51,54,32,High,Medium,8,No
Hospitality,Female,Medium,30,179,66,High,Medium,14,Yes
Health Care,Female,Small,32,60,29,Medium,Medium,3,No
Health Care,Male,Medium,14,25,8,Medium,Medium,19,No
Hospitality,Male,Large,94,31,9,High,High,11,Yes
Health Care,Female,Medium,36,31,8,High,Low,3,No
Hospitality,Male,Medium,160,39,22,Medium,Low,1,Yes
Banking,Female,Small,15,12,2,Medium,Medium,15,Yes
Health Care,Female,Small,33,55,15,High,Medium,18,Yes
Banking,Female,Small,29,20,5,High,Low,7,No
Banking,Female,Small,48,13,1,High,High,9,Yes
Hospitality,Male,Small,114,172,87,High,High,4,Yes
Health Care,Female,Large,85,36,17,Low,Low,18,No
Hospitality,Male,Large,190,71,33,High,High,25,No
Banking,Male,Large,60,22,2,High,High,24,No
Health Care,Female,Small,36,51,11,High,High,21,Yes
Hospitality,Male,Large,101,59,33,High,High,13,Yes
Health Care,Male,Medium,134,56,16,High,High,8,No
Health Care,Male,Medium,61,40,14,Medium,High,16,Yes
Banking,Male,Large,38,14,2,Medium,Medium,3,No
Health Care,Female,Small,38,54,13,Low,Low,2,Yes
Hospitality,Male,Medium,40,303,109,High,High,9,Yes
Hospitality,Male,Small,81,81,34,Medium,Medium,7,Yes
Hospitality,Female,Large,120,79,36,Medium,Medium,4,Yes
Health Care,Male,Medium,20,60,15,Low,High,19,Yes
Hospitality,Female,Large,221,29,14,Medium,Medium,7,Yes
Banking,Female,Small,46,16,2,Medium,Medium,21,No
Banking,Male,Large,39,8,1,Medium,High,15,No
Banking,Male,Medium,23,11,1,Medium,High,4,No
Banking,Male,Small,16,12,3,Medium,High,17,Yes
Hospitality,Male,Medium,446,247,97,Low,Low,19,Yes
Hospitality,Male,Medium,437,32,13,Medium,Low,15,Yes
Banking,Female,Medium,25,8,1,Medium,Low,3,No
Banking,Female,Medium,24,13,2,Medium,High,12,No
Health Care,Male,Large,65,33,15,Medium,Medium,4,Yes
Banking,Male,Medium,13,10,2,Medium,Medium,4,No
Banking,Female,Small,30,15,3,Low,Medium,9,No
Banking,Male,Large,11,17,2,Low,High,2,Yes
Hospitality,Male,Small,122,287,105,High,Medium,5,Yes
Banking,Male,Small,32,15,2,Low,Low,6,No
Hospitality,Male,Small,96,235,121,Medium,Medium,7,Yes
Hospitality,Male,Large,203,23,9,High,Medium,20,Yes
Hospitality,Male,Small,115,78,43,Low,High,3,No
Banking,Female,Medium,10,24,3,High,Low,16,Yes
Hospitality,Male,Large,198,68,21,Low,Low,8,Yes
Hospitality,Male,Medium,233,177,112,Medium,Medium,3,Yes
Health Care,Male,Large,71,36,11,High,High,12,Yes
Health Care,Female,Large,39,47,25,Medium,Low,6,No
Health Care,Female,Large,66,49,26,High,High,21,Yes
Banking,Male,Small,44,8,2,Medium,Low,1,No
Banking,Male,Small,27,13,3,Medium,Low,7,No
Banking,Male,Small,32,20,3,High,High,18,Yes
Hospitality,Male,Medium,41,218,127,Medium,High,16,No
Banking,Female,Medium,22,6,1,Low,High,12,No
Health Care,Male,Small,37,51,18,Low,High,22,Yes
Hospitality,Male,Small,39,117,49,Medium,High,8,Yes
Hospitality,Male,Small,58,304,106,Medium,Low,25,No
Banking,Male,Medium,12,8,1,High,Low,1,Yes
Health Care,Female,Medium,143,55,27,Medium,Medium,14,No
Health Care,Female,Small,26,43,14,Medium,High,15,No
Banking,Female,Small,22,12,1,Medium,High,21,No
Health Care,Female,Large,49,48,19,Medium,High,6,Yes
Hospitality,Female,Large,195,43,23,High,Medium,16,Yes
Banking,Female,Large,83,8,0,High,Low,6,No
Banking,Female,Large,32,11,2,Medium,Low,7,Yes
Health Care,Male,Small,39,38,18,Low,High,6,Yes
Hospitality,Female,Medium,247,242,114,Medium,Low,17,Yes
Health Care,Female,Large,80,55,26,High,Low,16,Yes
Health Care,Male,Large,42,45,13,Low,Low,14,Yes
Banking,Male,Small,48,16,4,Medium,High,1,No
Banking,Female,Small,31,15,4,High,Low,23,No
Hospitality,Female,Medium,200,274,87,Low,Low,20,Yes
Hospitality,Female,Small,84,269,131,Low,Low,3,No
Hospitality,Male,Small,129,232,129,Medium,Medium,6,Yes
Hospitality,Female,Medium,352,114,54,Medium,Medium,24,Yes
Health Care,Female,Medium,120,56,20,Low,Medium,2,No
Hospitality,Male,Small,58,222,102,High,Low,7,Yes
Hospitality,Male,Medium,131,77,48,High,High,13,Yes
Health Care,Male,Large,42,53,16,Low,Low,5,Yes
Health Care,Male,Medium,63,45,16,Low,Medium,8,Yes
Health Care,Male,Large,65,52,29,Low,Low,20,Yes
Banking,Female,Medium,24,21,5,High,Low,9,Yes
Health Care,Male,Large,62,51,21,High,Medium,24,Yes
Hospitality,Female,Medium,105,136,53,Low,High,6,Yes
Hospitality,Female,Small,111,261,98,Low,High,19,No
Hospitality,Male,Medium,361,176,63,Low,Low,18,Yes
Hospitality,Female,Large,113,26,13,High,High,7,Yes
Banking,Female,Small,22,17,4,Medium,High,4,Yes
Banking,Male,Large,16,21,3,Low,High,13,No
Health Care,Male,Medium,46,65,32,Low,High,2,No
Banking,Male,Large,22,19,2,High,Low,8,Yes
Hospitality,Female,Large,184,63,25,High,Medium,3,No
Health Care,Male,Large,68,31,12,High,Medium,11,No
Health Care,Male,Small,39,54,23,Low,Low,12,Yes
Banking,Male,Small,36,10,2,Medium,Low,19,No
Banking,Female,Large,35,10,1,Low,Medium,13,Yes
Health Care,Male,Small,37,18,7,Medium,Low,11,Yes
Banking,Male,Large,66,13,1,High,High,1,No
Health Care,Male,Medium,114,29,13,Low,Medium,18,No
Health Care,Male,Medium,27,36,11,High,Low,8,Yes
Hospitality,Male,Medium,439,277,103,High,High,1,Yes
Banking,Female,Large,54,8,1,Medium,High,17,Yes
Hospitality,Male,Small,27,309,134,Low,High,6,Yes
Banking,Male,Small,46,17,4,High,Low,7,No
Health Care,Male,Small,25,32,9,High,Medium,24,Yes
Hospitality,Male,Large,165,72,26,High,Low,20,Yes
Health Care,Male,Large,80,47,16,Medium,Medium,11,Yes
Banking,Male,Large,59,21,2,Low,Low,24,No
Hospitality,Male,Small,63,44,14,Medium,Medium,14,Yes
Health Care,Male,Large,76,53,25,Medium,Low,18,Yes
Banking,Male,Large,77,16,2,High,High,11,Yes
Health Care,Male,Medium,97,24,10,Medium,High,11,Yes
Health Care,Male,Small,35,23,7,Low,High,13,No
Health Care,Female,Large,54,33,18,Low,Low,10,Yes
Health Care,Female,Large,56,54,17,Medium,Low,16,Yes
Health Care,Female,Medium,128,31,11,Medium,High,20,No
Banking,Female,Medium,11,13,3,Low,Medium,9,No
Banking,Female,Medium,12,25,2,High,High,12,Yes
Health Care,Female,Small,26,38,13,Low,Low,15,Yes
Hospitality,Female,Small,96,253,85,Medium,High,16,Yes
Hospitality,Male,Large,211,69,32,Low,High,8,Yes
Health Care,Female,Large,64,53,24,Medium,Low,15,Yes
Banking,Female,Large,22,11,1,High,Low,23,Yes
Health Care,Female,Medium,99,18,8,Medium,High,23,No
Health Care,Female,Medium,124,48,22,High,Medium,15,No
Health Care,Female,Medium,124,29,14,Low,High,8,No
Health Care,Male,Large,85,43,25,Medium,Medium,17,Yes
Health Care,Female,Small,39,36,17,High,Medium,15,Yes
Hospitality,Male,Large,166,85,45,High,High,24,Yes
Health Care,Male,Small,37,15,6,Low,Low,7,Yes
Health Care,Female,Small,40,56,15,High,High,3,Yes
Hospitality,Male,Large,124,84,46,Medium,Medium,14,Yes
Banking,Male,Small,42,18,2,Low,Medium,19,Yes
Banking,Male,Large,27,22,3,Low,Medium,9,Yes
Health Care,Male,Large,63,45,26,High,High,8,Yes
Hospitality,Male,Large,137,73,34,Low,Medium,7,Yes
Hospitality,Female,Small,80,30,15,Low,Low,24,Yes
Hospitality,Male,Small,42,252,109,High,Low,12,Yes
Health Care,Male,Large,79,46,15,High,High,22,Yes
Banking,Female,Small,20,18,4,Low,Low,6,Yes
Health Care,Male,Small,36,27,7,Medium,Medium,14,Yes
Banking,Male,Large,61,13,1,Medium,Low,19,Yes
Hospitality,Male,Medium,346,157,66,High,High,17,Yes
